51.93548944,117.0370392,0
45.43006615,65.84249629,0
53.77111315,109.353297,0
90.27389908,129.4628281,1
118.5491041,113.0165647,1
67.62491622,84.47455767,0
91.65999681,144.7671388,1
112.5371184,69.83102031,1
114.1481801,131.1308546,1
126.6492299,65.30008997,1
143.7923326,57.33791709,0
112.5204876,45.90489485,0
123.4605801,114.722945,1
104.0468831,146.5780379,1
59.30750872,114.0552163,0
80.95657822,133.8110252,1
103.6052161,79.1107046,1
101.9202832,70.01786116,0
105.9922643,139.3907068,1
115.4681756,71.36394547,1
101.0580413,64.25765748,0
134.5151636,98.69904889,1
75.80218243,73.28371729,0
51.31809147,66.3142929,0
116.8861372,103.45854,1
93.40652051,104.9316869,1
120.2852711,67.2324434,1
139.6715832,58.20100551,0
92.74530903,75.38416184,0
58.1787057,97.49352143,0
92.06893417,109.211831,1
128.1067791,85.57797596,1
78.1619696,94.69143565,0
78.06810715,104.1492902,1
60.3553406,106.751622,0
81.95265833,78.32082882,0
50.87325016,148.3041536,0
96.26548331,121.3620909,1
112.1838794,62.36012284,0
51.27546004,112.8565805,0
125.8535905,84.46206932,1
77.3215804,70.2844354,0
141.6650517,98.35338241,1
123.5531306,60.92738274,0
76.57162766,68.73405219,0
93.33401364,78.09148792,0
115.7895524,105.6873,1
146.6573989,130.0917335,1
93.1095957,145.1532362,1
137.3474617,133.0444388,1
119.9172269,111.244679,1
148.9087904,91.4985465,1
135.8200712,65.08590271,1
51.78677078,90.59451369,0
75.42974418,74.70680822,0
74.38001582,89.71342649,0
146.4684509,103.2923591,1
48.86580025,143.3978214,0
111.3730371,104.7368568,1
107.6946931,117.6803434,1
113.0934172,128.639905,1
52.92916922,70.53077092,0
84.38072625,58.89220877,0
45.08823367,74.3894608,0
67.00239259,99.67512922,0
99.84134171,61.63814712,0
60.68632648,146.3027782,1
73.60884483,77.82481773,0
120.419361,138.1740912,1
100.1200779,91.48709104,1
49.08424956,64.9607596,0
96.05898062,117.047532,1
108.5197413,144.3413895,1
90.68682861,109.6424971,1
88.26143433,113.7876725,1
149.7417867,108.5538779,1
70.89640366,132.7137975,1
75.6872397,113.7147893,1
90.68333444,63.76261415,0
123.3399924,64.07981781,0
133.3708446,104.7056833,1
142.2517601,68.5414602,1
100.9788862,99.88402977,1
85.85805947,89.27142297,1
120.550134,136.4402218,1
102.7027827,128.3914607,1
63.11318181,118.267179,0
113.216553,135.6368085,1
117.9531365,144.9711408,1
78.52200598,91.15425788,0
141.1414967,115.7386576,1
135.6728265,131.2631876,1
83.22324171,53.35605521,0
111.7390386,127.2677053,1
134.7687101,68.03742542,1
125.2337441,72.5704287,1
63.39255121,130.6557764,1
148.9725132,103.1631142,1
83.01002634,97.39790701,1
112.1638395,134.2947193,1
14.62365962,58.02469282,0
10.28671077,23.89499752,0
15.84740877,52.90219803,0
40.18259939,66.3085521,1
59.03273605,55.34437644,1
25.08327748,36.31637178,0
41.10666454,76.51142588,1
55.02474557,26.55401354,1
56.0987867,67.42056972,1
64.43281996,23.53339331,1
75.86155507,18.22527806,0
55.01365839,10.60326323,0
62.30705337,56.4819633,1
49.36458876,77.71869196,1
19.53833914,56.03681085,0
33.97105215,69.20735014,1
49.07014406,32.74046973,1
47.94685548,26.67857411,0
50.66150955,72.92713789,1
56.97878373,27.57596365,1
47.37202755,22.83843832,0
69.67677575,45.79936593,1
30.53478829,28.85581153,0
14.21206098,24.2095286,0
57.92409145,48.97235999,1
42.27101367,49.95445795,1
60.19018075,24.82162893,1
73.1143888,18.80067034,0
41.83020602,30.25610789,0
18.7858038,44.99568096,0
41.37928945,52.80788731,1
65.40451939,37.05198398,1
32.10797973,43.12762377,0
32.04540477,49.43286012,1
20.23689374,51.16774802,0
34.63510555,32.21388588,0
13.91550011,78.86943574,0
44.17698887,60.90806059,1
54.78925296,21.57341523,0
14.18364003,55.23772034,0
63.90239366,36.30804622,1
31.54772027,26.85629026,0
74.44336777,45.56892161,1
62.36875376,20.61825516,0
31.04775177,25.82270146,0
42.22267576,32.06099195,0
57.19303493,50.4582,1
77.77159928,66.72782233,1
42.0730638,76.76882412,1
71.5649745,68.69629255,1
59.94481794,54.16311935,1
79.27252693,40.999031,1
70.54671411,23.39060181,1
14.52451385,40.39634246,0
30.28649612,29.80453881,0
29.58667722,39.80895099,0
77.64563396,48.86157272,1
12.57720017,75.59854761,0
54.24869137,49.82457123,1
51.79646206,58.45356225,1
55.39561147,65.75993667,1
15.28611282,27.02051395,0
36.2538175,19.26147251,0
10.05882245,29.59297387,0
24.66826172,46.45008615,0
46.56089447,21.09209808,0
20.45755098,77.53518549,1
29.07256322,31.88321182,0
60.27957401,72.11606081,1
46.74671857,40.99139403,1
12.72283304,23.30717306,0
44.03932042,58.03168802,1
52.34649423,76.22759297,1
40.45788574,53.0949981,1
38.84095622,55.85844831,1
79.8278578,52.36925193,1
27.26426911,68.475865,1
30.4581598,55.80985953,1
40.45555629,22.50840944,0
62.22666158,22.71987854,0
68.91389642,49.8037889,1
74.83450672,25.6943068,1
47.31925747,46.58935318,1
37.23870632,39.51428198,1
60.366756,70.9601479,1
48.46852179,65.5943071,1
22.07545454,58.844786,0
55.47770201,70.424539,1
58.63542435,76.64742717,1
32.34800399,40.76950526,0
74.09433113,57.15910509,1
70.44855097,67.50879176,1
35.48216114,15.57070347,0
54.49269242,64.84513685,1
69.84580671,25.35828361,1
63.48916274,28.3802858,1
22.26170081,67.10385094,1
79.31500881,48.77540947,1
35.34001756,44.93193801,1
54.775893,69.5298129,1
